state,condition,low_ave,high_ave,med_ave
IN,diabetes,18253.57,31632.87,23187.91
IN,hyperlip,55063.83,59165.01,56162.97
IN,hypertension,17382.77,17382.77,17382.77
IN,ischemia,22597.36,129372.58,70074.58
IN,arthritis,19291.67,19291.67,19291.67
IN,psychotic,22363.82,22363.82,22363.82
IN,stroke,62193.76,62193.76,62193.76
KS,atrial_fib,14626.3,73780.39,36033.56
KS,asthma,22891.69,28746.82,25819.25
KS,chronic_kidney,19504.99,47818.27,29113.99
KS,pulmonary,18945.86,33288.08,25012.61
KS,depression,17201.19,28638.05,25293.56
KS,diabetes,17934.86,35109.05,25252.67
KS,hyperlip,58280.14,58658.57,58469.35
KS,hypertension,21544.12,22751.61,22147.86
KS,ischemia,31748.75,166757.52,84899.01
KS,arthritis,19042.29,19042.29,19042.29
KS,psychotic,22448.47,22448.47,22448.47
KS,stroke,49924.33,62347.67,56136.0
KY,atrial_fib,12372.69,119129.23,40103.01
KY,asthma,17663.71,21559.36,18857.57
KY,chronic_kidney,15940.98,71062.04,29251.35
KY,pulmonary,14311.92,24928.62,19309.84
KY,depression,10749.3,19698.61,13302.09
KY,diabetes,16301.06,31762.91,21684.61
KY,hyperlip,41939.53,48162.55,45051.04
KY,hypertension,14410.36,19640.53,15658.99
KY,ischemia,22524.35,128575.07,71829.46
KY,arthritis,14931.45,17974.2,16452.82
KY,psychotic,20567.06,24660.7,22804.22
KY,stroke,75345.78,75345.78,75345.78
LA,atrial_fib,15016.58,66500.65,29487.55
LA,asthma,21384.48,24131.01,22757.74
LA,chronic_kidney,19118.03,79311.26,33569.57
LA,pulmonary,18013.74,34060.97,25183.98
LA,depression,12037.65,12777.85,12407.75
LA,diabetes,19193.23,32946.52,24847.18
LA,hyperlip,43968.58,49752.89,46164.89
LA,hypertension,18626.91,18626.91,18626.91
LA,ischemia,26294.48,156516.67,85907.4
LA,arthritis,14803.57,14803.57,14803.57
LA,psychotic,23299.26,23299.26,23299.26
LA,stroke,165475.77,165475.77,165475.77
MA,atrial_fib,12575.71,86106.87,30713.65
MA,asthma,19017.34,20438.82,19728.08
MA,chronic_kidney,16321.67,117826.88,30766.29
MA,pulmonary,14634.51,24999.9,17271.02
MA,depression,16402.6,23481.83,18800.28
MA,diabetes,18231.52,34242.34,21580.14
MA,hyperlip,46303.38,54283.59,50293.49
MA,hypertension,20481.44,21400.69,20941.07
MA,ischemia,28583.98,123018.02,62275.74
MA,arthritis,18991.63,26191.05,22591.34
MA,psychotic,26191.36,26191.36,26191.36
MA,stroke,84684.23,84684.23,84684.23
MD,atrial_fib,5962.76,34128.88,14695.01
MD,asthma,7596.16,9082.85,8239.93
MD,chronic_kidney,7607.66,39648.88,12375.34
MD,pulmonary,7450.19,17611.03,9891.17
MD,depression,6635.27,10064.5,7535.74
MD,diabetes,8125.45,16173.42,10294.79
MD,hyperlip,16267.61,16534.08,16400.85
MD,hypertension,6910.77,6975.3,6943.03
MD,ischemia,8073.19,38962.0,21996.12
MD,arthritis,8429.53,8751.41,8590.47
MD,psychotic,11992.74,13143.35,12568.05
MD,stroke,21663.97,22562.1,22113.04
ME,atrial_fib,11402.76,58993.44,19535.25
ME,asthma,13944.16,13944.16,13944.16
ME,chronic_kidney,11980.75,42260.82,19056.08
ME,pulmonary,12609.39,18942.56,14768.4
ME,depression,12558.76,14303.15,13135.88
ME,diabetes,14060.22,26538.85,17623.15
ME,hyperlip,24669.92,24835.23,24752.58
ME,hypertension,11425.0,11425.0,11425.0
ME,ischemia,13888.44,93715.51,44873.86
ME,arthritis,0.0,0.0,0.0
ME,psychotic,19236.33,19236.33,19236.33
ME,stroke,0.0,0.0,0.0
MI,atrial_fib,12457.11,94287.48,34747.64
MI,asthma,14764.88,17795.68,16257.15
MI,chronic_kidney,14307.28,57966.15,22079.75
MI,pulmonary,13261.17,22338.16,17161.96
MI,depression,14374.53,18259.77,16340.16
MI,diabetes,15090.05,25208.8,19256.38
MI,hyperlip,30302.58,32458.16,31404.85
MI,hypertension,14797.33,15499.5,15148.42
MI,ischemia,17404.27,107728.09,57027.49
MI,arthritis,14324.82,19810.31,17067.56
MI,psychotic,16538.68,16796.49,16667.59
MI,stroke,52650.5,52650.5,52650.5
MN,atrial_fib,12175.87,84374.98,33098.43
MN,asthma,16966.65,18297.09,17631.87
MN,chronic_kidney,15500.1,48679.4,21326.63
MN,pulmonary,15474.83,22905.71,18861.88
MN,depression,15151.83,32062.3,23066.06
MN,diabetes,19616.31,28107.32,22643.42
MN,hyperlip,34756.08,35207.35,34981.71
MN,hypertension,17766.22,17766.22,17766.22
MN,ischemia,22894.39,122473.34,70135.05
MN,arthritis,17437.31,17437.31,17437.31
MN,psychotic,23829.39,24134.34,23981.87
MN,stroke,46150.19,46150.19,46150.19
MO,atrial_fib,15169.0,88616.83,35698.34
MO,asthma,18595.92,21511.72,20515.67
MO,chronic_kidney,17630.48,98798.4,30734.58
MO,pulmonary,17850.15,29302.84,23003.67
MO,depression,15067.44,19832.34,16647.58
MO,diabetes,19891.47,35543.64,25643.26
MO,hyperlip,40779.11,47052.21,43915.66
MO,hypertension,18071.75,18688.84,18380.3
MO,ischemia,23766.18,155527.98,79817.16
MO,arthritis,14872.97,21126.07,19570.83
MO,psychotic,21440.67,21737.24,21588.96
MO,stroke,47416.93,54802.0,51109.46
MS,atrial_fib,13899.12,75453.24,31146.64
MS,asthma,17501.5,21102.46,19301.98
MS,chronic_kidney,19292.24,71787.88,27944.17
MS,pulmonary,19002.81,30807.71,24507.24
MS,depression,12299.83,16860.75,14227.4
MS,diabetes,19065.78,28512.25,23035.4
MS,hyperlip,48994.68,49114.59,49054.64
MS,hypertension,17201.03,18980.23,18090.63
MS,ischemia,21820.76,135410.13,71096.4
MS,arthritis,14935.47,14935.47,14935.47
MS,psychotic,20245.85,20692.3,20469.08
MS,stroke,42614.91,42614.91,42614.91
MT,atrial_fib,9960.13,36702.61,18614.25
MT,asthma,0.0,0.0,0.0
MT,chronic_kidney,11577.62,21056.12,14805.84
MT,pulmonary,14879.27,18650.1,16333.78
MT,depression,10673.45,10749.76,10711.6
MT,diabetes,11743.09,11743.09,11743.09
MT,hyperlip,29174.03,29174.03,29174.03
MT,hypertension,11660.31,11660.31,11660.31
MT,ischemia,29148.27,85210.86,56452.8
MT,arthritis,0.0,0.0,0.0
MT,psychotic,22165.27,22165.27,22165.27
MT,stroke,0.0,0.0,0.0
NC,atrial_fib,13224.7,89909.03,38506.98
NC,asthma,16324.03,18239.73,17281.88
NC,chronic_kidney,16259.27,67928.8,29807.88
NC,pulmonary,14167.18,21951.86,18088.53
NC,depression,16085.81,23947.41,18878.83
NC,diabetes,15943.66,25985.88,19871.66
NC,hyperlip,48147.94,50949.92,49548.93
NC,hypertension,16578.6,17841.37,17209.99
NC,ischemia,20007.72,127004.96,64216.1
NC,arthritis,18223.24,23889.91,21056.57
NC,psychotic,27013.48,27013.48,27013.48
NC,stroke,46299.08,51168.53,48733.81
ND,atrial_fib,9417.84,62391.52,21793.75
ND,asthma,0.0,0.0,0.0
ND,chronic_kidney,11783.37,29982.06,15708.19
ND,pulmonary,12475.18,15562.38,14377.73
ND,depression,11572.63,17394.89,14483.76
ND,diabetes,14124.51,15808.83,14966.67
ND,hyperlip,34779.73,34779.73,34779.73
ND,hypertension,0.0,0.0,0.0
ND,ischemia,36221.14,86135.11,64896.73
ND,arthritis,14713.5,14713.5,14713.5
ND,psychotic,0.0,0.0,0.0
ND,stroke,0.0,0.0,0.0
NE,atrial_fib,14563.74,60944.21,31822.84
NE,asthma,20996.96,20996.96,20996.96
NE,chronic_kidney,17250.99,50838.88,26000.89
NE,pulmonary,18727.14,29650.4,24350.47
NE,depression,14781.8,14781.8,14781.8
NE,diabetes,19584.56,29495.5,24540.03
NE,hyperlip,49961.71,57091.02,53210.98
NE,hypertension,21852.38,21852.38,21852.38
NE,ischemia,26238.87,117033.31,70179.79
NE,arthritis,10309.42,10309.42,10309.42
NE,psychotic,0.0,0.0,0.0
NE,stroke,0.0,0.0,0.0
NH,atrial_fib,14158.88,56277.77,27403.49
NH,asthma,16065.91,16817.76,16441.83
NH,chronic_kidney,17332.89,51878.16,26444.25
NH,pulmonary,15824.39,24181.82,19535.25
NH,depression,19244.0,32034.17,23627.75
NH,diabetes,18803.99,20052.88,19428.43
NH,hyperlip,37589.25,37589.25,37589.25
NH,hypertension,18674.26,18674.26,18674.26
NH,ischemia,30106.55,121366.02,69056.31
NH,arthritis,11162.0,11162.0,11162.0
NH,psychotic,30326.59,30326.59,30326.59
NH,stroke,0.0,0.0,0.0
NJ,atrial_fib,35005.15,158576.57,74401.59
NJ,asthma,39756.97,49066.66,44093.44
NJ,chronic_kidney,42278.53,125930.29,63928.82
NJ,pulmonary,44055.29,70766.9,56824.01
NJ,depression,42396.86,46663.47,44610.51
NJ,diabetes,52493.16,73355.42,61799.72
NJ,hyperlip,45911.76,49306.08,47608.92
NJ,hypertension,39900.44,39900.44,39900.44
NJ,ischemia,46159.39,168718.2,92929.99
NJ,arthritis,38242.3,38242.3,38242.3
NJ,psychotic,55618.56,56858.77,56238.67
NJ,stroke,91959.77,94326.44,93143.1
NM,atrial_fib,16787.77,66479.27,31159.92
NM,asthma,18042.44,19681.76,18862.1
NM,chronic_kidney,18891.49,67458.34,24167.42
NM,pulmonary,24360.85,34221.67,28213.94
NM,depression,19823.21,40260.2,20672.37
NM,diabetes,24098.78,29898.99,26665.4
NM,hyperlip,0.0,0.0,0.0
NM,hypertension,14115.92,16508.36,15312.14
NM,ischemia,24940.2,144962.48,67715.06
NM,arthritis,0.0,0.0,0.0
NM,psychotic,20861.82,20861.82,20861.82
NM,stroke,42553.32,42553.32,42553.32
NV,atrial_fib,28234.07,121153.62,59993.29
NV,asthma,39953.07,39953.07,39953.07
NV,chronic_kidney,39167.55,97150.66,55512.46
NV,pulmonary,36254.92,61046.96,45919.58
NV,depression,28780.69,32688.8,30734.75
NV,diabetes,36237.74,74559.07,57015.73
NV,hyperlip,53863.01,54290.25,54076.63
NV,hypertension,37396.22,37396.22,37396.22
NV,ischemia,51386.55,282476.54,139904.86
NV,arthritis,22386.64,22386.64,22386.64
NV,psychotic,43203.16,43203.16,43203.16
NV,stroke,107313.36,107313.36,107313.36
NY,atrial_fib,19220.38,113716.18,48798.22
NY,asthma,25272.52,31282.34,27860.52
NY,chronic_kidney,23473.24,103446.63,36878.61
NY,pulmonary,21896.82,37391.54,28673.58
NY,depression,19154.66,32251.82,23487.44
NY,diabetes,23912.09,39531.4,30080.11
NY,hyperlip,33393.23,51121.62,43936.43
NY,hypertension,23496.69,24566.3,23751.33
NY,ischemia,26845.59,135258.17,71829.41
NY,arthritis,32888.7,45401.48,34974.58
NY,psychotic,38192.87,39843.35,39018.11
NY,stroke,65546.61,77404.67,71475.64
OH,atrial_fib,15218.63,84955.18,36561.86
OH,asthma,20736.69,21829.26,21282.97
OH,chronic_kidney,16617.56,77236.35,29161.85
OH,pulmonary,16402.36,26881.45,21297.57
OH,depression,18914.51,23915.28,20066.44
OH,diabetes,18854.72,30659.8,24038.82
OH,hyperlip,50221.97,60098.57,55160.27
OH,hypertension,19163.61,19163.61,19163.61
OH,ischemia,24384.62,153327.36,73598.21
OH,arthritis,16350.32,22298.65,19324.48
OH,psychotic,28294.87,28294.87,28294.87
OH,stroke,54376.36,54376.36,54376.36
OK,atrial_fib,13434.84,104731.45,36231.2
OK,asthma,28546.21,31892.19,29048.65
OK,chronic_kidney,17989.38,96904.79,31929.77
OK,pulmonary,17715.58,33101.61,24192.34
OK,depression,13347.9,22819.25,17074.84
OK,diabetes,20837.67,38763.07,26614.81
OK,hyperlip,53930.18,53930.18,53930.18
OK,hypertension,15614.99,18467.98,17041.49
OK,ischemia,25936.52,156016.53,85067.69
OK,arthritis,0.0,0.0,0.0
OK,psychotic,25956.04,29191.61,27573.83
OK,stroke,62195.93,69872.55,66034.24
OR,atrial_fib,14028.0,53117.77,25617.89
OR,asthma,16485.85,16485.85,16485.85
OR,chronic_kidney,15758.77,48234.63,25422.01
OR,pulmonary,16595.71,25341.37,21257.43
OR,depression,17059.13,17606.73,17332.93
OR,diabetes,18104.61,21774.1,19664.08
OR,hyperlip,36977.5,38041.52,37509.51
OR,hypertension,0.0,0.0,0.0
OR,ischemia,30700.36,134444.5,67062.84
OR,arthritis,14909.75,14909.75,14909.75
OR,psychotic,36007.37,36007.37,36007.37
OR,stroke,0.0,0.0,0.0
PA,atrial_fib,21772.01,122590.64,48554.68
PA,asthma,31664.0,42208.97,34865.36
PA,chronic_kidney,25643.94,116173.43,45077.89
PA,pulmonary,25612.96,44474.67,33213.26
PA,depression,32082.9,34881.07,33402.24
PA,diabetes,28140.81,44307.1,34990.01
PA,hyperlip,64963.19,77118.96,71041.07
PA,hypertension,26052.3,26052.3,26052.3
PA,ischemia,33016.2,178639.6,96142.79
PA,arthritis,30382.73,30382.73,30382.73
PA,psychotic,35865.87,40200.85,38033.36
PA,stroke,82603.65,82603.65,82603.65
RI,atrial_fib,14303.61,32098.04,20136.02
RI,asthma,18598.15,21905.83,20251.99
RI,chronic_kidney,16485.07,31893.95,20016.48
RI,pulmonary,16314.78,26256.63,19776.39
RI,depression,15644.7,24654.34,19093.81
RI,diabetes,21945.0,35208.89,28186.68
RI,hyperlip,35868.32,35868.32,35868.32
RI,hypertension,20762.19,20762.19,20762.19
RI,ischemia,19488.39,68155.96,42335.42
RI,arthritis,18851.95,18851.95,18851.95
RI,psychotic,21940.29,21940.29,21940.29
RI,stroke,44867.67,67122.8,55995.23
SC,atrial_fib,16047.96,119384.73,50432.75
SC,asthma,25813.71,27290.02,26551.86
SC,chronic_kidney,22744.62,60853.2,35063.89
SC,pulmonary,21446.92,33812.13,27119.72
SC,depression,29048.17,30129.48,29588.83
SC,diabetes,23782.11,39549.53,28938.42
SC,hyperlip,50345.93,51478.86,50912.4
SC,hypertension,22207.28,22207.28,22207.28
SC,ischemia,24264.29,177588.29,80176.16
SC,arthritis,25311.58,25311.58,25311.58
SC,psychotic,33580.11,33580.11,33580.11
SC,stroke,68462.51,76457.32,72459.92
SD,atrial_fib,14209.19,84018.42,31380.21
SD,asthma,20032.88,20471.72,20252.3
SD,chronic_kidney,18768.96,37033.22,23907.53
SD,pulmonary,14046.6,23880.34,19788.3
SD,depression,16992.14,17541.67,17175.57
SD,diabetes,20012.05,37558.71,28410.68
SD,hyperlip,50928.65,50928.65,50928.65
SD,hypertension,16001.57,16001.57,16001.57
SD,ischemia,30881.92,92069.86,52616.08
SD,arthritis,0.0,0.0,0.0
SD,psychotic,24013.59,24013.59,24013.59
SD,stroke,0.0,0.0,0.0
TN,atrial_fib,15142.81,93442.71,41846.96
TN,asthma,19021.56,20055.06,19538.31
TN,chronic_kidney,18504.52,69956.64,32982.83
TN,pulmonary,17980.07,30163.67,23084.54
TN,depression,17762.1,18932.79,18308.43
TN,diabetes,19705.82,30096.31,25177.26
TN,hyperlip,42657.96,43356.97,43007.47
TN,hypertension,19680.73,22913.01,21296.87
TN,ischemia,33087.61,155586.7,87513.0
TN,arthritis,16909.18,16909.18,16909.18
TN,psychotic,23752.14,23752.14,23752.14
TN,stroke,62307.59,72473.8,66150.72
TX,atrial_fib,21054.72,121174.72,47646.27
TX,asthma,26738.33,33389.57,30124.34
TX,chronic_kidney,24284.78,133434.02,41803.42
TX,pulmonary,26319.23,45395.22,35547.6
TX,depression,24848.04,34310.21,26848.12
TX,diabetes,25449.66,43435.61,32517.28
TX,hyperlip,54481.25,67467.67,59472.94
TX,hypertension,25308.38,29172.2,27654.49
TX,ischemia,35324.98,205897.33,99249.42
TX,arthritis,21841.59,21841.59,21841.59
TX,psychotic,30349.32,30445.42,30397.37
TX,stroke,71523.01,100856.18,87347.44
UT,atrial_fib,11437.29,57009.42,23639.04
UT,asthma,17188.55,17188.55,17188.55
UT,chronic_kidney,16215.23,64143.61,23265.65
UT,pulmonary,25142.94,30037.98,27712.85
UT,depression,12920.35,12920.35,12920.35
UT,diabetes,16487.38,20345.1,18416.24
UT,hyperlip,39149.03,41617.71,40383.37
UT,hypertension,0.0,0.0,0.0
UT,ischemia,36316.46,109334.54,73079.42
UT,arthritis,0.0,0.0,0.0
UT,psychotic,0.0,0.0,0.0
UT,stroke,0.0,0.0,0.0
VA,atrial_fib,13509.23,104599.07,41814.25
VA,asthma,18665.74,20493.11,19579.43
VA,chronic_kidney,17434.29,80471.87,28113.27
VA,pulmonary,17063.1,27800.66,21116.53
VA,depression,18665.88,21862.22,20262.99
VA,diabetes,18079.13,30745.72,22592.3
VA,hyperlip,45263.08,47621.32,46442.2
VA,hypertension,17205.34,17690.55,17447.95
VA,ischemia,21550.9,150632.18,78707.73
VA,arthritis,19022.62,19022.62,19022.62
VA,psychotic,24626.74,24626.74,24626.74
VA,stroke,49075.61,53823.57,51449.59
VT,atrial_fib,9835.26,65516.05,29242.08
VT,asthma,18579.81,18579.81,18579.81
VT,chronic_kidney,14143.25,93628.6,20767.2
VT,pulmonary,14770.7,19377.48,16886.24
VT,depression,15395.26,15395.26,15395.26
VT,diabetes,18265.33,28358.12,23311.73
VT,hyperlip,0.0,0.0,0.0
VT,hypertension,0.0,0.0,0.0
VT,ischemia,17580.65,77153.36,54411.2
VT,arthritis,0.0,0.0,0.0
VT,psychotic,35369.41,35369.41,35369.41
VT,stroke,0.0,0.0,0.0
WA,atrial_fib,17303.14,80415.15,38859.66
WA,asthma,27126.4,27126.4,27126.4
WA,chronic_kidney,20782.18,72572.49,30206.49
WA,pulmonary,20551.8,30674.66,25562.74
WA,depression,19065.4,30507.84,24219.12
WA,diabetes,22241.32,30258.27,26264.51
WA,hyperlip,55137.15,57957.72,56547.43
WA,hypertension,24927.85,24927.85,24927.85
WA,ischemia,40061.35,142808.77,83620.0
WA,arthritis,18006.79,18006.79,18006.79
WA,psychotic,41810.48,41810.48,41810.48
WA,stroke,48424.39,48424.39,48424.39
WI,atrial_fib,13100.93,65989.46,26910.08
WI,asthma,17997.53,19845.47,18921.5
WI,chronic_kidney,15792.68,90229.49,29226.73
WI,pulmonary,14689.24,24628.2,19306.85
WI,depression,15661.42,25272.68,18066.76
WI,diabetes,20890.92,30281.56,25132.96
WI,hyperlip,42482.95,44196.65,43339.8
WI,hypertension,15742.67,15742.67,15742.67
WI,ischemia,30232.25,134328.16,67121.03
WI,arthritis,19235.61,19235.61,19235.61
WI,psychotic,27576.08,27889.33,27732.7
WI,stroke,0.0,0.0,0.0
WV,atrial_fib,9888.49,56363.83,21991.07
WV,asthma,19613.77,19613.77,19613.77
WV,chronic_kidney,12178.91,40937.66,20763.89
WV,pulmonary,11670.44,21462.14,15580.8
WV,depression,15877.23,15877.23,15877.23
WV,diabetes,15102.38,22474.05,18063.82
WV,hyperlip,32093.88,33845.83,32969.85
WV,hypertension,13744.7,14059.39,13902.05
WV,ischemia,16633.89,81911.83,43047.68
WV,arthritis,19211.25,19211.25,19211.25
WV,psychotic,20253.05,20253.05,20253.05
WV,stroke,41671.36,46287.75,43979.56
WY,atrial_fib,14744.65,72199.47,28014.23
WY,asthma,18758.29,18758.29,18758.29
WY,chronic_kidney,15411.81,18931.07,17171.44
WY,pulmonary,14605.28,22368.67,18825.21
WY,depression,13171.23,13171.23,13171.23
WY,diabetes,19422.53,19422.53,19422.53
WY,hyperlip,0.0,0.0,0.0
WY,hypertension,21996.81,21996.81,21996.81
WY,ischemia,22076.0,142936.1,73067.74
WY,arthritis,0.0,0.0,0.0
WY,psychotic,0.0,0.0,0.0
WY,stroke,0.0,0.0,0.0
