state,condition,low_ave,high_ave,med_ave
MA,atrial_fib,14874.16,88174.22,37872.48
MA,asthma,21442.42,21936.88,21689.65
MA,chronic_kidney,16712.76,119790.14,35212.41
MA,pulmonary,17205.91,27351.1,20667.48
MA,depression,22168.21,32295.42,26373.1
MA,diabetes,21520.64,38847.58,29879.19
MA,hyperlip,37445.34,58235.18,47840.26
MA,hypertension,21089.55,25243.81,23166.68
MA,ischemia,29070.05,156504.12,81977.99
MA,arthritis,23522.41,23522.41,23522.41
MA,psychotic,36045.52,36045.52,36045.52
MA,stroke,82097.85,85852.41,83975.13
MD,atrial_fib,6522.54,31409.3,15719.29
MD,asthma,9313.52,10463.68,9882.14
MD,chronic_kidney,8863.82,46263.53,14101.68
MD,pulmonary,7774.02,13749.24,9864.16
MD,depression,7527.86,12882.67,9039.57
MD,diabetes,8664.68,16519.56,11436.76
MD,hyperlip,14793.63,14793.63,14793.63
MD,hypertension,7875.52,13472.33,10623.07
MD,ischemia,10819.81,45404.73,26563.93
MD,arthritis,9623.21,9711.83,9667.52
MD,psychotic,15994.63,16866.56,16430.59
MD,stroke,26576.83,26576.83,26576.83
ME,atrial_fib,12732.1,60458.53,24889.56
ME,asthma,12719.13,12719.13,12719.13
ME,chronic_kidney,14764.64,55686.65,20656.3
ME,pulmonary,15013.48,20840.26,17867.43
ME,depression,19724.41,36662.39,27662.27
ME,diabetes,18989.95,22613.12,20801.54
ME,hyperlip,29537.53,29537.53,29537.53
ME,hypertension,12986.27,22294.41,16533.61
ME,ischemia,17413.89,104470.84,61530.27
ME,arthritis,0.0,0.0,0.0
ME,psychotic,21508.11,21508.11,21508.11
ME,stroke,0.0,0.0,0.0
MI,atrial_fib,14531.78,83206.96,33750.55
MI,asthma,18617.54,21443.98,20030.76
MI,chronic_kidney,16221.72,76332.5,24487.46
MI,pulmonary,16455.4,26443.23,20707.24
MI,depression,17884.61,26323.4,22104.72
MI,diabetes,17225.65,31210.69,22028.46
MI,hyperlip,35208.85,37441.22,36250.48
MI,hypertension,18489.32,23906.82,21032.0
MI,ischemia,22498.05,130054.13,68756.29
MI,arthritis,16081.6,27496.46,21789.03
MI,psychotic,21110.17,21955.93,21533.05
MI,stroke,54158.46,54931.19,54544.83
MN,atrial_fib,14069.61,98509.25,38831.01
MN,asthma,19962.65,20238.33,20100.49
MN,chronic_kidney,16844.28,54328.07,22698.43
MN,pulmonary,16840.76,23715.33,20324.42
MN,depression,19142.6,37490.15,24593.73
MN,diabetes,20386.99,30113.24,25378.72
MN,hyperlip,30485.46,33024.03,31754.75
MN,hypertension,17282.57,22152.72,19717.64
MN,ischemia,25758.71,146648.82,83548.73
MN,arthritis,15964.67,15964.67,15964.67
MN,psychotic,35993.12,35993.12,35993.12
MN,stroke,51999.07,52340.72,52169.9
MO,atrial_fib,16697.69,90252.96,36086.18
MO,asthma,23292.73,23589.72,23441.23
MO,chronic_kidney,19748.36,104103.88,33188.05
MO,pulmonary,20234.29,32566.45,25729.0
MO,depression,14959.94,24898.64,17779.44
MO,diabetes,22000.89,37460.72,28371.15
MO,hyperlip,44555.58,46105.75,45330.67
MO,hypertension,23892.29,32498.46,28632.2
MO,ischemia,30033.41,157367.73,89027.8
MO,arthritis,20827.08,22706.74,21766.91
MO,psychotic,34527.51,34616.66,34572.09
MO,stroke,57548.79,64854.25,61201.52
MS,atrial_fib,14831.81,76252.62,32006.57
MS,asthma,18406.38,19958.92,19182.65
MS,chronic_kidney,22570.89,76845.05,31188.26
MS,pulmonary,22895.03,38218.95,28466.95
MS,depression,11454.35,18409.64,14514.34
MS,diabetes,21772.71,35768.15,25190.76
MS,hyperlip,33694.43,35876.29,34785.36
MS,hypertension,20333.54,29764.27,23994.32
MS,ischemia,31073.71,197483.39,92289.29
MS,arthritis,14168.64,14168.64,14168.64
MS,psychotic,18654.99,22345.79,20500.39
MS,stroke,52816.29,85133.23,68974.76
MT,atrial_fib,11313.75,61976.91,20346.55
MT,asthma,13234.42,13234.42,13234.42
MT,chronic_kidney,12716.7,32596.62,18014.5
MT,pulmonary,16288.95,23018.41,19651.43
MT,depression,9349.47,12282.91,10899.12
MT,diabetes,17063.69,24281.02,20124.53
MT,hyperlip,29522.86,29924.62,29723.74
MT,hypertension,0.0,0.0,0.0
MT,ischemia,38990.83,170691.44,85511.68
MT,arthritis,0.0,0.0,0.0
MT,psychotic,16288.07,16288.07,16288.07
MT,stroke,43276.64,43276.64,43276.64
NC,atrial_fib,15640.0,87376.11,40199.65
NC,asthma,19549.14,20276.81,19912.97
NC,chronic_kidney,18546.54,69469.21,31610.13
NC,pulmonary,16981.08,25394.2,20516.6
NC,depression,18175.38,28212.31,22952.54
NC,diabetes,18235.59,26169.73,22106.76
NC,hyperlip,48834.51,50209.43,49521.97
NC,hypertension,19746.71,25794.89,22770.8
NC,ischemia,28356.86,161276.81,80271.48
NC,arthritis,19849.19,19849.19,19849.19
NC,psychotic,30306.67,30306.67,30306.67
NC,stroke,58906.48,61340.21,60123.35
ND,atrial_fib,10729.91,54883.33,31666.04
ND,asthma,18472.57,18472.57,18472.57
ND,chronic_kidney,11884.92,31787.35,18211.3
ND,pulmonary,17368.5,20873.91,18639.64
ND,depression,18293.73,23166.34,20730.03
ND,diabetes,15698.02,19284.91,17491.46
ND,hyperlip,41816.08,44368.5,43092.29
ND,hypertension,14994.26,14994.26,14994.26
ND,ischemia,47632.52,87579.97,73848.89
ND,arthritis,12652.61,12652.61,12652.61
ND,psychotic,0.0,0.0,0.0
ND,stroke,0.0,0.0,0.0
NE,atrial_fib,16009.39,83088.55,35174.34
NE,asthma,26903.61,26903.61,26903.61
NE,chronic_kidney,19387.29,71108.45,30204.92
NE,pulmonary,20493.55,30123.0,24788.68
NE,depression,14469.63,20912.79,17691.21
NE,diabetes,20322.52,39758.24,30040.38
NE,hyperlip,41368.1,41368.1,41368.1
NE,hypertension,18738.02,20123.09,19430.56
NE,ischemia,30349.14,128448.66,85629.74
NE,arthritis,16276.33,16276.33,16276.33
NE,psychotic,26258.62,26258.62,26258.62
NE,stroke,0.0,0.0,0.0
NH,atrial_fib,15345.88,61567.56,31133.52
NH,asthma,16560.63,17892.64,17185.73
NH,chronic_kidney,18714.46,40172.02,29446.01
NH,pulmonary,18275.46,25945.83,21262.31
NH,depression,22637.91,23702.02,23169.96
NH,diabetes,19395.4,27076.56,23427.09
NH,hyperlip,51639.76,51639.76,51639.76
NH,hypertension,19155.28,19155.28,19155.28
NH,ischemia,30947.74,134942.55,80511.52
NH,arthritis,16951.46,16951.46,16951.46
NH,psychotic,36128.31,38517.33,37322.82
NH,stroke,0.0,0.0,0.0
NJ,atrial_fib,36631.67,158645.91,73599.65
NJ,asthma,42858.83,52508.67,48445.82
NJ,chronic_kidney,46120.69,155360.59,63052.67
NJ,pulmonary,45904.13,74169.49,58765.57
NJ,depression,42937.54,55520.62,46680.68
NJ,diabetes,45771.62,74157.39,57427.35
NJ,hyperlip,44329.27,49246.7,46787.98
NJ,hypertension,39246.5,47634.39,43533.22
NJ,ischemia,52922.45,178011.06,107210.58
NJ,arthritis,39862.99,39862.99,39862.99
NJ,psychotic,75559.52,77452.99,76506.26
NJ,stroke,122453.23,129299.91,125876.57
NM,atrial_fib,16600.54,97242.51,36596.17
NM,asthma,21196.66,21196.66,21196.66
NM,chronic_kidney,19962.12,70395.08,27693.46
NM,pulmonary,32907.18,37005.91,34906.22
NM,depression,18161.32,30959.01,22816.29
NM,diabetes,25124.52,37637.89,31372.75
NM,hyperlip,87263.2,87263.2,87263.2
NM,hypertension,21261.33,27432.32,22330.94
NM,ischemia,35419.13,199985.95,103315.96
NM,arthritis,11979.75,11979.75,11979.75
NM,psychotic,0.0,0.0,0.0
NM,stroke,0.0,0.0,0.0
NV,atrial_fib,38361.34,145634.15,74003.84
NV,asthma,50126.42,51957.54,51041.98
NV,chronic_kidney,41967.02,103989.57,57016.64
NV,pulmonary,44042.71,65593.99,52462.59
NV,depression,46072.54,56359.67,51277.04
NV,diabetes,48330.7,79104.67,62936.99
NV,hyperlip,49501.73,53004.6,51253.16
NV,hypertension,42519.11,52263.64,47391.37
NV,ischemia,58261.72,338797.05,189293.94
NV,arthritis,48493.92,48493.92,48493.92
NV,psychotic,71449.47,71449.47,71449.47
NV,stroke,121598.6,128275.23,124936.91
NY,atrial_fib,23902.76,132806.35,55490.03
NY,asthma,30332.91,36546.6,33439.75
NY,chronic_kidney,27800.95,134453.2,43719.65
NY,pulmonary,26311.61,44160.91,34159.53
NY,depression,25728.8,45688.41,33405.33
NY,diabetes,30444.82,51782.07,39493.48
NY,hyperlip,47658.09,50057.93,48919.74
NY,hypertension,30182.25,40047.98,34929.94
NY,ischemia,34827.71,178438.4,93125.86
NY,arthritis,33629.39,44395.95,39267.53
NY,psychotic,48256.18,48607.39,48431.78
NY,stroke,98052.17,115973.09,107012.63
OH,atrial_fib,16772.02,92995.01,39390.34
OH,asthma,21650.44,22112.0,21881.22
OH,chronic_kidney,18987.08,83180.76,29537.04
OH,pulmonary,19903.32,29329.03,24042.4
OH,depression,19834.02,27003.14,22638.14
OH,diabetes,21137.53,33087.83,26860.22
OH,hyperlip,55282.73,59473.66,57378.19
OH,hypertension,20178.88,28295.06,23980.5
OH,ischemia,35319.14,182851.7,97078.98
OH,arthritis,21089.22,33445.49,27267.36
OH,psychotic,26838.03,26838.03,26838.03
OH,stroke,66721.51,79405.84,73063.67
OK,atrial_fib,17564.54,91884.67,37477.83
OK,asthma,31531.86,35067.99,33299.92
OK,chronic_kidney,20562.82,109551.44,37310.71
OK,pulmonary,19730.73,36770.16,26785.76
OK,depression,17456.3,44844.25,26777.52
OK,diabetes,23529.6,43523.98,33180.57
OK,hyperlip,63510.62,63510.62,63510.62
OK,hypertension,23520.96,32196.28,27173.16
OK,ischemia,33232.89,217510.41,103791.82
OK,arthritis,12011.82,12011.82,12011.82
OK,psychotic,16982.33,16982.33,16982.33
OK,stroke,65160.85,77358.03,72767.45
OR,atrial_fib,15474.68,59725.27,26800.5
OR,asthma,21050.33,27074.45,24062.39
OR,chronic_kidney,18677.96,58992.89,29224.36
OR,pulmonary,21502.0,27503.98,24804.76
OR,depression,20954.06,29759.62,25406.27
OR,diabetes,18924.49,26360.5,22949.55
OR,hyperlip,41105.15,42913.32,42009.24
OR,hypertension,22493.41,22493.41,22493.41
OR,ischemia,32023.16,152476.31,83163.21
OR,arthritis,0.0,0.0,0.0
OR,psychotic,37744.12,37744.12,37744.12
OR,stroke,54340.79,54340.79,54340.79
PA,atrial_fib,23295.05,140152.66,52691.31
PA,asthma,36909.19,46890.19,41899.69
PA,chronic_kidney,28694.41,139772.96,50662.35
PA,pulmonary,30492.24,51193.78,38895.19
PA,depression,40242.97,44493.85,42343.87
PA,diabetes,31539.63,56882.41,41023.42
PA,hyperlip,66866.01,71877.32,69371.67
PA,hypertension,31055.79,38325.32,34670.65
PA,ischemia,44210.93,208793.53,124607.93
PA,arthritis,36641.18,40889.45,38765.31
PA,psychotic,43675.23,49785.61,46730.42
PA,stroke,102704.21,102704.21,102704.21
RI,atrial_fib,18189.36,52783.1,28335.9
RI,asthma,25728.5,25728.5,25728.5
RI,chronic_kidney,17860.06,53961.52,21245.15
RI,pulmonary,17072.38,23922.29,18867.64
RI,depression,19012.46,30431.22,21723.47
RI,diabetes,17713.59,24558.07,19428.87
RI,hyperlip,32435.04,32435.04,32435.04
RI,hypertension,20139.94,20139.94,20139.94
RI,ischemia,22799.67,105804.66,63248.35
RI,arthritis,20163.98,20163.98,20163.98
RI,psychotic,22772.48,22772.48,22772.48
RI,stroke,50973.5,71648.86,61311.18
SC,atrial_fib,18499.22,131766.45,56748.87
SC,asthma,28703.01,31095.78,29899.39
SC,chronic_kidney,24998.46,64074.26,34992.15
SC,pulmonary,24340.57,36390.5,29895.22
SC,depression,29785.73,37186.75,33486.24
SC,diabetes,24450.42,42198.7,32037.73
SC,hyperlip,66409.93,68413.92,67411.92
SC,hypertension,25214.18,29754.83,27484.5
SC,ischemia,29465.77,205926.77,97843.11
SC,arthritis,26005.5,26005.5,26005.5
SC,psychotic,33567.57,33567.57,33567.57
SC,stroke,64989.74,77583.78,71286.76
SD,atrial_fib,14257.83,72642.2,31100.94
SD,asthma,22710.15,22710.15,22710.15
SD,chronic_kidney,20105.56,40205.86,24905.5
SD,pulmonary,17423.84,26222.56,20753.07
SD,depression,18950.81,19434.25,19320.26
SD,diabetes,27986.14,46376.02,36757.03
SD,hyperlip,36870.62,64126.13,50498.38
SD,hypertension,19764.14,20548.29,20156.21
SD,ischemia,37370.92,114530.78,63631.09
SD,arthritis,0.0,0.0,0.0
SD,psychotic,27756.39,28535.29,28145.84
SD,stroke,0.0,0.0,0.0
TN,atrial_fib,19979.54,97211.93,45889.31
TN,asthma,28025.87,28983.44,28504.65
TN,chronic_kidney,21580.31,92816.35,35785.99
TN,pulmonary,22196.03,35381.13,27422.67
TN,depression,26730.74,29290.05,28010.39
TN,diabetes,22752.75,34565.69,28856.36
TN,hyperlip,55059.14,55082.53,55070.83
TN,hypertension,22231.41,30853.15,26464.21
TN,ischemia,38678.18,187214.0,106069.61
TN,arthritis,25312.06,25312.06,25312.06
TN,psychotic,31938.05,31938.05,31938.05
TN,stroke,64688.48,71919.32,67069.76
TX,atrial_fib,23795.5,135540.63,48759.14
TX,asthma,31485.12,39417.59,34715.58
TX,chronic_kidney,28233.22,144309.48,45592.97
TX,pulmonary,29616.9,53572.9,38627.68
TX,depression,43371.03,49363.05,45604.31
TX,diabetes,31336.2,53908.71,39677.26
TX,hyperlip,73334.71,89380.44,79293.4
TX,hypertension,28260.02,39634.31,33381.8
TX,ischemia,42416.33,243853.21,120016.52
TX,arthritis,26112.61,26112.61,26112.61
TX,psychotic,42354.02,44395.49,43374.76
TX,stroke,90805.78,118498.89,99728.97
UT,atrial_fib,16077.84,76819.93,31414.87
UT,asthma,25025.99,25025.99,25025.99
UT,chronic_kidney,19882.34,84899.87,27367.19
UT,pulmonary,35267.86,36549.77,35908.82
UT,depression,16437.69,21508.53,18973.11
UT,diabetes,19992.58,29623.32,24807.95
UT,hyperlip,26984.12,27075.87,27030.0
UT,hypertension,33620.45,33620.45,33620.45
UT,ischemia,45907.13,124508.66,88940.94
UT,arthritis,0.0,0.0,0.0
UT,psychotic,0.0,0.0,0.0
UT,stroke,42905.26,42905.26,42905.26
VA,atrial_fib,15307.4,115797.1,44536.12
VA,asthma,22441.78,25417.55,23929.67
VA,chronic_kidney,20132.9,86894.71,31612.45
VA,pulmonary,19863.87,30035.34,23971.36
VA,depression,23401.87,26541.88,24972.33
VA,diabetes,22144.01,36651.8,28624.14
VA,hyperlip,53428.74,53428.74,53428.74
VA,hypertension,22535.62,26048.19,24161.11
VA,ischemia,27403.98,181145.24,94297.42
VA,arthritis,22324.28,46013.5,34168.89
VA,psychotic,27339.27,27339.27,27339.27
VA,stroke,73347.0,75714.34,74530.67
VT,atrial_fib,9721.72,46531.03,23731.98
VT,asthma,15781.42,15781.42,15781.42
VT,chronic_kidney,16113.75,139677.07,29146.42
VT,pulmonary,16483.48,21130.13,18378.61
VT,depression,15770.58,21587.2,18678.89
VT,diabetes,20010.84,20543.81,20277.33
VT,hyperlip,0.0,0.0,0.0
VT,hypertension,15370.25,15370.25,15370.25
VT,ischemia,42247.0,80157.63,55811.48
VT,arthritis,0.0,0.0,0.0
VT,psychotic,28896.43,28896.43,28896.43
VT,stroke,0.0,0.0,0.0
WA,atrial_fib,20211.08,84742.5,38487.42
WA,asthma,32660.33,32660.33,32660.33
WA,chronic_kidney,23526.26,96405.29,34975.84
WA,pulmonary,27404.48,38663.67,31712.03
WA,depression,25435.78,43446.03,33480.21
WA,diabetes,27068.03,41485.56,33946.82
WA,hyperlip,71416.8,71988.12,71702.46
WA,hypertension,28471.39,32113.59,30292.49
WA,ischemia,47905.27,194954.51,118589.73
WA,arthritis,20754.83,20754.83,20754.83
WA,psychotic,58065.69,58065.69,58065.69
WA,stroke,69031.21,80162.59,74596.9
WI,atrial_fib,14728.47,74501.43,28514.12
WI,asthma,26289.86,28784.59,27537.22
WI,chronic_kidney,19006.07,115126.39,29916.37
WI,pulmonary,18528.83,27096.04,22671.32
WI,depression,16601.74,23685.43,19403.77
WI,diabetes,21233.97,30880.12,26146.33
WI,hyperlip,41766.1,41766.1,41766.1
WI,hypertension,20750.77,29679.92,25215.34
WI,ischemia,32999.93,126041.84,77348.32
WI,arthritis,22896.76,29267.73,26082.24
WI,psychotic,41108.45,41108.45,41108.45
WI,stroke,96576.13,96576.13,96576.13
WV,atrial_fib,13148.4,51685.56,23979.03
WV,asthma,19493.55,19493.55,19493.55
WV,chronic_kidney,16233.08,51023.17,22323.25
WV,pulmonary,15001.13,25801.28,19340.91
WV,depression,21621.86,36644.4,29133.13
WV,diabetes,17223.88,28569.95,21481.98
WV,hyperlip,29977.93,32405.49,31191.71
WV,hypertension,18952.79,24689.4,21821.09
WV,ischemia,23521.52,113294.04,63720.79
WV,arthritis,0.0,0.0,0.0
WV,psychotic,25451.26,25451.26,25451.26
WV,stroke,45868.81,58672.75,52270.78
WY,atrial_fib,17488.04,57249.75,27576.62
WY,asthma,26140.41,26140.41,26140.41
WY,chronic_kidney,18776.69,32333.76,22250.15
WY,pulmonary,18503.38,21286.35,19894.87
WY,depression,19907.08,19907.08,19907.08
WY,diabetes,18485.94,18485.94,18485.94
WY,hyperlip,43649.5,43649.5,43649.5
WY,hypertension,16860.3,16860.3,16860.3
WY,ischemia,43289.99,165620.63,101154.8
WY,arthritis,0.0,0.0,0.0
WY,psychotic,0.0,0.0,0.0
WY,stroke,0.0,0.0,0.0
