state,condition,low_ave,high_ave,med_ave
CA,ischemia,56338.16,267584.95,143112.85
CA,arthritis,53997.52,79793.4,66895.46
CA,psychotic,66618.71,66618.71,66618.71
CA,stroke,107501.87,107501.87,107501.87
CO,atrial_fib,23483.94,102282.85,42357.73
CO,asthma,31463.79,31620.65,31542.22
CO,chronic_kidney,31187.73,86010.65,43514.71
CO,pulmonary,27901.64,40534.33,34132.92
CO,depression,30213.64,46825.44,38519.54
CO,diabetes,31712.26,41226.31,35363.42
CO,hyperlip,57763.64,57763.64,57763.64
CO,hypertension,23619.59,23619.59,23619.59
CO,ischemia,59818.72,174097.13,110087.43
CO,arthritis,26132.71,26132.71,26132.71
CO,psychotic,48026.16,48026.16,48026.16
CO,stroke,71106.91,71106.91,71106.91
CT,atrial_fib,16879.16,61437.58,29025.26
CT,asthma,17643.4,20721.75,19182.58
CT,chronic_kidney,17067.83,42710.72,23494.41
CT,pulmonary,17199.69,25514.8,21121.87
CT,depression,24812.04,28196.78,26504.41
CT,diabetes,19340.96,31831.34,24567.5
CT,hyperlip,45720.31,45944.21,45832.26
CT,hypertension,23536.06,23536.06,23536.06
CT,ischemia,22656.19,76340.64,47502.99
CT,arthritis,19877.78,19877.78,19877.78
CT,psychotic,31953.77,31953.77,31953.77
CT,stroke,54319.89,81419.93,67869.91
DE,atrial_fib,13018.49,70368.54,33949.59
DE,asthma,17268.98,18778.97,18023.97
DE,chronic_kidney,14858.48,92218.42,22384.99
DE,pulmonary,15324.44,23769.11,19450.91
DE,depression,20965.84,35222.83,28094.34
DE,diabetes,17844.97,27138.88,21548.31
DE,hyperlip,24882.3,31580.14,28231.22
DE,hypertension,15956.03,15956.03,15956.03
DE,ischemia,22596.32,119385.53,72580.14
DE,arthritis,26622.8,26622.8,26622.8
DE,psychotic,25455.56,25455.56,25455.56
DE,stroke,48997.92,77720.86,54099.26
FL,atrial_fib,21552.05,138077.88,55587.21
FL,asthma,28315.87,34557.81,31382.53
FL,chronic_kidney,27013.73,92641.65,41427.41
FL,pulmonary,28027.19,46216.82,36230.35
FL,depression,25903.08,32886.25,29157.16
FL,diabetes,26876.83,46615.79,33848.07
FL,hyperlip,68143.69,73068.56,70606.13
FL,hypertension,26866.22,28574.5,27471.21
FL,ischemia,34415.28,209013.99,107006.12
FL,arthritis,24601.72,29194.36,26894.42
FL,psychotic,32950.1,33992.28,33471.19
FL,stroke,78145.06,90068.33,84437.05
GA,atrial_fib,17289.27,86449.27,35958.78
GA,asthma,22110.76,25805.64,23146.04
GA,chronic_kidney,20845.45,64120.88,31395.08
GA,pulmonary,20370.44,32157.22,25547.27
GA,depression,22472.23,23708.68,23091.61
GA,diabetes,21923.51,35561.94,28306.17
GA,hyperlip,48682.93,49580.21,49131.57
GA,hypertension,21664.32,21664.32,21664.32
GA,ischemia,33495.77,137896.21,84650.9
GA,arthritis,17208.37,17208.37,17208.37
GA,psychotic,24779.08,24779.08,24779.08
GA,stroke,64367.51,64375.74,64371.62
HI,atrial_fib,23920.64,59766.4,31310.22
HI,asthma,22570.65,22570.65,22570.65
HI,chronic_kidney,21902.33,106121.49,31539.41
HI,pulmonary,23869.35,36995.25,29152.07
HI,depression,13219.54,13219.54,13219.54
HI,diabetes,24412.41,39583.15,31997.78
HI,hyperlip,0.0,0.0,0.0
HI,hypertension,0.0,0.0,0.0
HI,ischemia,33998.02,125976.62,73999.57
HI,arthritis,0.0,0.0,0.0
HI,psychotic,0.0,0.0,0.0
HI,stroke,0.0,0.0,0.0
IA,atrial_fib,13025.94,73527.77,31593.24
IA,asthma,19886.74,21218.37,20552.56
IA,chronic_kidney,16368.09,97190.78,26578.09
IA,pulmonary,16227.93,26065.29,20149.48
IA,depression,11805.23,18765.0,15407.64
IA,diabetes,19647.06,28790.74,24218.9
IA,hyperlip,42840.87,42840.87,42840.87
IA,hypertension,17883.14,17883.14,17883.14
IA,ischemia,32411.28,120508.68,67982.64
IA,arthritis,9476.23,9476.23,9476.23
IA,psychotic,26266.66,26266.66,26266.66
IA,stroke,61275.87,61275.87,61275.87
ID,atrial_fib,13699.77,61594.62,34421.99
ID,asthma,18884.61,18884.61,18884.61
ID,chronic_kidney,15025.87,31418.54,21034.78
ID,pulmonary,18023.21,26269.66,21307.04
ID,depression,19320.46,26539.81,22930.14
ID,diabetes,18973.71,30743.65,23277.46
ID,hyperlip,39885.57,39958.5,39922.04
ID,hypertension,14993.33,14993.33,14993.33
ID,ischemia,30535.05,119129.6,75035.41
ID,arthritis,0.0,0.0,0.0
ID,psychotic,25005.19,25005.19,25005.19
ID,stroke,0.0,0.0,0.0
IL,atrial_fib,19134.59,97531.99,37890.56
IL,asthma,23323.24,26682.09,25002.66
IL,chronic_kidney,21257.02,86550.6,34589.78
IL,pulmonary,21215.65,35813.36,28123.84
IL,depression,22294.02,25945.4,24180.12
IL,diabetes,24209.7,35048.92,29708.0
IL,hyperlip,51187.01,51698.78,51442.89
IL,hypertension,22092.47,22279.77,22186.12
IL,ischemia,30251.1,155446.56,89091.65
IL,arthritis,19573.17,21041.51,20307.34
IL,psychotic,24285.66,26044.91,25165.29
IL,stroke,71305.52,84486.7,77896.11
IN,atrial_fib,15477.81,78383.35,33738.24
IN,asthma,21596.1,24249.14,22922.62
IN,chronic_kidney,17811.94,102510.17,30193.04
IN,pulmonary,16833.14,27586.27,21779.37
IN,depression,16686.74,24243.29,20424.58
IN,diabetes,19276.2,31804.15,23680.29
IN,hyperlip,63498.57,71818.38,66074.15
IN,hypertension,19187.2,26432.49,22809.84
IN,ischemia,26318.63,142474.88,81606.12
IN,arthritis,21928.18,21928.18,21928.18
IN,psychotic,28175.29,28175.29,28175.29
IN,stroke,68991.5,68991.5,68991.5
KS,atrial_fib,16426.07,83601.47,36729.83
KS,asthma,23787.67,24929.32,24358.5
KS,chronic_kidney,19456.71,56214.11,30462.53
KS,pulmonary,19067.8,33658.59,24680.77
KS,depression,17868.45,41275.43,26830.91
KS,diabetes,21085.45,33631.92,27641.3
KS,hyperlip,63127.95,67700.06,65414.0
KS,hypertension,22274.02,25770.02,24022.02
KS,ischemia,26906.95,173931.91,85367.18
KS,arthritis,18509.7,18509.7,18509.7
KS,psychotic,27073.39,41740.88,34407.13
KS,stroke,47678.54,65085.57,56382.06
KY,atrial_fib,14041.23,112274.42,40905.07
KY,asthma,16177.93,18782.48,17088.25
KY,chronic_kidney,17272.7,76334.29,27914.15
KY,pulmonary,15902.83,26746.05,20184.66
KY,depression,12542.39,27614.56,16891.29
KY,diabetes,17496.86,30262.12,21876.14
KY,hyperlip,40989.77,41170.77,41080.27
KY,hypertension,18753.64,19854.6,19304.12
KY,ischemia,23654.85,132006.64,77371.55
KY,arthritis,13793.58,13793.58,13793.58
KY,psychotic,18627.84,23503.02,20772.97
KY,stroke,87086.33,87086.33,87086.33
LA,atrial_fib,14725.39,75588.38,26826.48
LA,asthma,20635.9,24209.82,22422.86
LA,chronic_kidney,18799.34,92182.47,33808.25
LA,pulmonary,18629.77,34630.62,25710.05
LA,depression,17608.01,20906.0,19257.0
LA,diabetes,19657.69,34804.86,25883.82
LA,hyperlip,45685.88,46195.94,45940.91
LA,hypertension,17256.35,18920.15,18088.25
LA,ischemia,30560.4,165335.54,89563.33
LA,arthritis,0.0,0.0,0.0
LA,psychotic,25592.19,25592.19,25592.19
LA,stroke,67313.64,67313.64,67313.64
MA,atrial_fib,12931.93,79173.4,32947.39
MA,asthma,17470.73,22057.32,19746.67
MA,chronic_kidney,16229.93,127002.58,34611.65
MA,pulmonary,14663.16,26202.65,18844.76
MA,depression,16625.16,29705.23,21987.28
MA,diabetes,17124.8,29731.39,23110.89
MA,hyperlip,43555.82,49142.97,46349.39
MA,hypertension,19075.44,19075.44,19075.44
MA,ischemia,24135.81,126022.72,72231.42
MA,arthritis,21512.88,21662.46,21587.67
MA,psychotic,37682.8,37682.8,37682.8
MA,stroke,74460.19,74460.19,74460.19
MD,atrial_fib,6084.71,37415.6,14900.24
MD,asthma,8669.91,9523.93,9112.68
MD,chronic_kidney,8084.85,37728.97,12587.85
MD,pulmonary,7558.19,14429.94,9993.38
MD,depression,7346.63,11494.09,8512.93
MD,diabetes,7752.94,14880.18,10587.77
MD,hyperlip,16474.16,17833.11,17153.64
MD,hypertension,7412.0,7538.02,7475.01
MD,ischemia,8168.63,43439.11,24333.16
MD,arthritis,10125.81,10193.37,10159.59
MD,psychotic,13576.98,14597.7,14087.34
MD,stroke,21420.97,21791.65,21606.31
ME,atrial_fib,11917.89,66554.73,25440.17
ME,asthma,14927.94,14927.94,14927.94
ME,chronic_kidney,13029.55,53039.75,20825.93
ME,pulmonary,12133.8,20845.98,15874.76
ME,depression,15319.01,24424.06,16761.82
ME,diabetes,14183.23,21984.58,17305.38
ME,hyperlip,26494.7,26991.39,26743.05
ME,hypertension,0.0,0.0,0.0
ME,ischemia,15748.25,74398.49,42675.65
ME,arthritis,13150.92,13150.92,13150.92
ME,psychotic,19216.25,19216.25,19216.25
ME,stroke,50093.67,50093.67,50093.67
MI,atrial_fib,12619.71,101306.88,37818.53
MI,asthma,15090.43,17872.9,16467.72
MI,chronic_kidney,13823.65,61140.83,22026.17
MI,pulmonary,13830.92,22821.82,17602.69
MI,depression,16216.96,24304.21,19939.52
MI,diabetes,15085.97,26067.15,19240.3
MI,hyperlip,31977.54,34126.75,33115.38
MI,hypertension,15508.12,15660.04,15584.08
MI,ischemia,17550.58,105524.54,59599.33
MI,arthritis,16635.89,18536.28,17586.08
MI,psychotic,16622.0,17206.46,16914.23
MI,stroke,58516.94,58516.94,58516.94
MN,atrial_fib,13220.06,78650.4,35355.56
MN,asthma,17995.97,17995.97,17995.97
MN,chronic_kidney,15836.63,59210.31,22982.54
MN,pulmonary,16834.78,22111.44,19293.65
MN,depression,16844.29,33595.07,24112.64
MN,diabetes,19808.45,29679.61,24754.24
MN,hyperlip,35385.17,35549.14,35467.15
MN,hypertension,15749.41,15749.41,15749.41
MN,ischemia,28680.52,140886.97,73219.16
MN,arthritis,17660.8,17660.8,17660.8
MN,psychotic,27419.54,27419.54,27419.54
MN,stroke,42611.31,42611.31,42611.31
MO,atrial_fib,15717.52,87588.43,36754.99
MO,asthma,19430.73,23339.46,21385.09
MO,chronic_kidney,18675.42,100691.15,28697.87
MO,pulmonary,18367.05,29899.33,23577.32
MO,depression,15020.85,24057.65,16893.72
MO,diabetes,19724.25,38281.02,26602.23
MO,hyperlip,42641.2,44689.42,43665.31
MO,hypertension,20540.06,20991.03,20765.55
MO,ischemia,26585.18,165114.8,86491.63
MO,arthritis,14418.73,23982.85,19200.79
MO,psychotic,20825.57,23633.54,22229.55
MO,stroke,46797.16,51103.39,48950.27
MS,atrial_fib,14691.49,78812.13,31785.86
MS,asthma,17610.27,22234.55,19922.41
MS,chronic_kidney,19527.48,74933.88,29754.34
MS,pulmonary,21565.29,33221.34,26547.42
MS,depression,14229.57,20968.31,16943.26
MS,diabetes,18057.57,33598.97,23037.66
MS,hyperlip,37525.61,37525.61,37525.61
MS,hypertension,20075.18,20075.18,20075.18
MS,ischemia,26395.27,155144.31,74355.88
MS,arthritis,15141.75,15141.75,15141.75
MS,psychotic,20908.18,22811.62,21859.9
MS,stroke,50054.06,50054.06,50054.06
MT,atrial_fib,12099.14,50229.54,23369.71
MT,asthma,10930.53,10930.53,10930.53
MT,chronic_kidney,12048.26,27693.16,19109.05
MT,pulmonary,14470.61,20524.83,16998.32
MT,depression,11563.9,11563.9,11563.9
MT,diabetes,14331.92,17746.7,16289.87
MT,hyperlip,29175.34,32412.77,30794.06
MT,hypertension,16378.55,16378.55,16378.55
MT,ischemia,30653.66,126908.21,73798.13
MT,arthritis,0.0,0.0,0.0
MT,psychotic,18718.5,18718.5,18718.5
MT,stroke,0.0,0.0,0.0
NC,atrial_fib,14200.14,96739.79,40530.21
NC,asthma,17613.95,18469.77,18041.86
NC,chronic_kidney,16804.48,75890.47,29130.86
NC,pulmonary,14662.55,23053.73,18709.32
NC,depression,16131.88,24110.31,19628.59
NC,diabetes,16931.16,24909.9,20054.35
NC,hyperlip,46567.27,48856.12,47711.7
NC,hypertension,17055.28,19718.6,18386.94
NC,ischemia,26840.87,134022.91,73886.46
NC,arthritis,17240.07,17240.07,17240.07
NC,psychotic,22530.74,22530.74,22530.74
NC,stroke,52990.91,54322.25,53656.58
ND,atrial_fib,9728.7,51533.61,24053.26
ND,asthma,22429.59,22429.59,22429.59
ND,chronic_kidney,12155.01,32307.96,16021.24
ND,pulmonary,15514.57,19343.88,15955.38
ND,depression,12767.01,20139.73,16453.37
ND,diabetes,13676.5,14946.77,14311.63
ND,hyperlip,43731.77,43731.77,43731.77
ND,hypertension,17207.26,17207.26,17207.26
ND,ischemia,40988.29,88772.46,72408.67
ND,arthritis,0.0,0.0,0.0
ND,psychotic,0.0,0.0,0.0
ND,stroke,0.0,0.0,0.0
NE,atrial_fib,14044.25,63791.77,31711.06
NE,asthma,19059.25,21614.87,20337.06
NE,chronic_kidney,17206.7,49772.39,29036.09
NE,pulmonary,18437.9,30787.91,23291.73
NE,depression,18795.01,18795.01,18795.01
NE,diabetes,20796.19,28042.52,23570.19
NE,hyperlip,40784.03,46244.91,43514.47
NE,hypertension,17600.64,17600.64,17600.64
NE,ischemia,27238.42,119473.58,71321.47
NE,arthritis,10116.7,10116.7,10116.7
NE,psychotic,0.0,0.0,0.0
NE,stroke,0.0,0.0,0.0
NH,atrial_fib,14476.14,50651.48,26360.63
NH,asthma,14135.11,14473.68,14304.39
NH,chronic_kidney,17878.59,51519.58,26384.96
NH,pulmonary,17319.11,25210.95,20698.45
NH,depression,19294.58,19523.66,19409.12
NH,diabetes,24041.04,28593.66,26317.35
NH,hyperlip,62494.22,62494.22,62494.22
NH,hypertension,15254.15,15254.15,15254.15
NH,ischemia,28898.74,127514.18,65758.6
NH,arthritis,12038.32,12038.32,12038.32
NH,psychotic,32399.72,32399.72,32399.72
NH,stroke,0.0,0.0,0.0
NJ,atrial_fib,34470.42,152935.51,75399.49
NJ,asthma,42256.16,51587.79,46991.35
NJ,chronic_kidney,44258.73,134071.9,63703.37
NJ,pulmonary,45638.43,70761.49,57862.14
NJ,depression,49965.62,55201.65,51733.06
NJ,diabetes,44010.38,66621.64,52455.86
NJ,hyperlip,50632.99,51962.51,51297.75
NJ,hypertension,42771.26,43695.82,43233.54
NJ,ischemia,49247.78,167495.16,100319.3
NJ,arthritis,39538.84,39538.84,39538.84
NJ,psychotic,76027.48,76027.48,76027.48
NJ,stroke,98945.03,118850.93,108897.98
NM,atrial_fib,16508.37,70026.11,33597.73
NM,asthma,18517.57,18615.98,18566.78
NM,chronic_kidney,18594.09,68825.55,24431.29
NM,pulmonary,22606.86,33134.05,27430.46
NM,depression,19126.45,24876.94,20836.62
NM,diabetes,19370.24,23067.63,21433.85
NM,hyperlip,68315.17,68315.17,68315.17
NM,hypertension,22411.75,22411.75,22411.75
NM,ischemia,32208.43,154418.9,84597.17
NM,arthritis,0.0,0.0,0.0
NM,psychotic,28950.27,28950.27,28950.27
NM,stroke,0.0,0.0,0.0
NV,atrial_fib,32724.0,123349.17,65343.22
NV,asthma,52022.58,52022.58,52022.58
NV,chronic_kidney,39812.28,117849.84,57110.52
NV,pulmonary,37243.81,54797.29,44069.46
NV,depression,29731.35,46971.59,33423.32
NV,diabetes,45319.06,61799.84,52077.2
NV,hyperlip,47474.63,47582.48,47520.68
NV,hypertension,38299.22,38299.22,38299.22
NV,ischemia,57738.45,300570.27,165508.53
NV,arthritis,0.0,0.0,0.0
NV,psychotic,66467.6,66467.6,66467.6
NV,stroke,67201.35,67201.35,67201.35
NY,atrial_fib,20841.16,127287.23,49550.59
NY,asthma,26013.71,31279.73,28565.09
NY,chronic_kidney,24758.49,112768.99,41603.2
NY,pulmonary,22881.32,40027.48,30238.27
NY,depression,20384.01,38670.33,25709.35
NY,diabetes,24627.89,45220.74,32543.69
NY,hyperlip,35296.43,49214.16,41505.8
NY,hypertension,25625.41,27143.7,26384.55
NY,ischemia,29351.87,144274.87,79162.78
NY,arthritis,28918.2,36520.79,32630.3
NY,psychotic,42838.05,43524.22,43181.14
NY,stroke,77989.74,100709.59,88399.42
OH,atrial_fib,16108.28,89716.68,37219.19
OH,asthma,21960.55,23264.95,22612.75
OH,chronic_kidney,17676.23,78392.81,31055.55
OH,pulmonary,16287.41,27036.26,21117.85
OH,depression,19583.31,26034.36,21982.01
OH,diabetes,20719.23,36468.53,27203.95
OH,hyperlip,52433.91,63213.3,57796.22
OH,hypertension,19078.96,19797.65,19438.3
OH,ischemia,28053.98,162569.57,79559.25
OH,arthritis,20593.23,24026.32,22309.78
OH,psychotic,25815.66,25815.66,25815.66
OH,stroke,59252.26,60794.56,60023.41
OK,atrial_fib,13840.53,92824.44,37107.64
OK,asthma,24395.16,33511.6,29250.26
OK,chronic_kidney,18017.07,101504.36,36513.59
OK,pulmonary,18208.29,32712.53,24040.09
OK,depression,23723.74,41441.36,29720.42
OK,diabetes,21642.83,40620.3,27514.76
OK,hyperlip,60305.34,60305.34,60305.34
OK,hypertension,19050.72,21587.12,20318.92
OK,ischemia,30845.89,177281.58,90034.54
OK,arthritis,16514.4,24190.74,20352.57
OK,psychotic,21685.58,27200.01,24442.8
OK,stroke,58630.07,71389.64,65009.85
OR,atrial_fib,14174.96,59713.08,26386.54
OR,asthma,22078.55,22078.55,22078.55
OR,chronic_kidney,17273.53,52701.71,26163.03
OR,pulmonary,17357.12,25963.77,22279.73
OR,depression,19602.32,22603.34,21070.29
OR,diabetes,18655.98,26489.56,21685.86
OR,hyperlip,36330.31,39834.73,38082.52
OR,hypertension,0.0,0.0,0.0
OR,ischemia,37162.52,142367.84,83012.77
OR,arthritis,0.0,0.0,0.0
OR,psychotic,37678.73,37678.73,37678.73
OR,stroke,0.0,0.0,0.0
PA,atrial_fib,22380.92,142468.74,57296.27
PA,asthma,32671.65,39656.28,36163.96
PA,chronic_kidney,25913.76,122976.54,46335.87
PA,pulmonary,25976.29,47612.87,34012.21
PA,depression,34728.63,37738.07,36116.96
PA,diabetes,28280.14,48065.45,37660.11
PA,hyperlip,66696.84,69613.98,68155.41
PA,hypertension,27077.33,27077.33,27077.33
PA,ischemia,33234.21,202521.4,105212.06
PA,arthritis,28628.83,51852.86,40240.84
PA,psychotic,41170.39,41379.82,41275.11
PA,stroke,84328.18,84328.18,84328.18
RI,atrial_fib,16423.31,37852.34,22199.12
RI,asthma,19585.06,21186.56,20385.81
RI,chronic_kidney,16614.48,28884.84,19782.83
RI,pulmonary,16517.7,25764.31,21056.56
RI,depression,19695.37,25841.74,21469.7
RI,diabetes,18766.52,23431.05,20799.48
RI,hyperlip,33703.34,33703.34,33703.34
RI,hypertension,18841.94,18841.94,18841.94
RI,ischemia,19689.11,66703.0,48616.09
RI,arthritis,20630.44,20630.44,20630.44
RI,psychotic,21261.68,21261.68,21261.68
RI,stroke,56619.12,84778.73,70698.92
SC,atrial_fib,17056.14,106749.31,50695.73
SC,asthma,25868.9,27517.26,26693.08
SC,chronic_kidney,22515.2,80897.45,33800.7
SC,pulmonary,22247.98,33883.79,27023.24
SC,depression,28296.41,33051.32,30673.87
SC,diabetes,23751.4,40967.0,30655.22
SC,hyperlip,58354.66,59121.76,58738.21
SC,hypertension,21918.02,23923.54,22920.78
SC,ischemia,27851.07,187470.46,86000.32
SC,arthritis,22969.12,22969.12,22969.12
SC,psychotic,32691.15,32691.15,32691.15
SC,stroke,63218.94,71208.86,67213.9
SD,atrial_fib,12979.9,53193.3,25937.23
SD,asthma,24770.82,25075.83,24923.32
SD,chronic_kidney,19251.54,39931.65,23939.12
SD,pulmonary,15418.33,23133.05,20087.6
SD,depression,16975.43,27549.78,21976.72
SD,diabetes,18141.33,29407.47,23294.06
SD,hyperlip,35027.65,50560.75,42794.2
SD,hypertension,18957.37,18957.37,18957.37
SD,ischemia,32045.1,131720.34,62480.47
SD,arthritis,0.0,0.0,0.0
SD,psychotic,16889.94,16889.94,16889.94
SD,stroke,0.0,0.0,0.0
TN,atrial_fib,15835.99,106562.58,46020.79
TN,asthma,20532.08,21320.25,20926.16
TN,chronic_kidney,19661.56,73664.09,31672.78
TN,pulmonary,19192.78,31205.39,24709.04
TN,depression,21405.32,23210.65,22314.01
TN,diabetes,19935.47,33613.06,26450.37
TN,hyperlip,44313.57,45666.86,44990.22
TN,hypertension,20055.52,20565.32,20179.03
TN,ischemia,35532.75,164786.13,94916.86
TN,arthritis,19701.68,19701.68,19701.68
TN,psychotic,28863.97,28863.97,28863.97
TN,stroke,55366.4,65335.21,59524.66
TX,atrial_fib,21070.65,129537.13,48063.65
TX,asthma,28185.19,35528.15,32191.64
TX,chronic_kidney,25330.86,138234.52,42474.61
TX,pulmonary,27707.43,47979.98,35292.32
TX,depression,27437.35,36162.89,30024.9
TX,diabetes,28483.38,50265.85,34407.56
TX,hyperlip,59945.78,78622.28,70684.72
TX,hypertension,28842.73,36510.1,32479.22
TX,ischemia,38054.95,214060.48,110027.53
TX,arthritis,24421.32,25895.25,25158.29
TX,psychotic,35023.21,35557.81,35290.51
TX,stroke,80384.62,108832.51,92629.22
UT,atrial_fib,14264.53,56042.11,26809.99
UT,asthma,20252.45,20252.45,20252.45
UT,chronic_kidney,19122.06,77071.23,24872.26
UT,pulmonary,27100.89,30414.47,29236.4
UT,depression,13017.63,13017.63,13017.63
UT,diabetes,18144.91,25693.84,21919.38
UT,hyperlip,34017.58,34981.66,34499.62
UT,hypertension,19624.62,19624.62,19624.62
UT,ischemia,42753.28,114906.83,79117.8
UT,arthritis,0.0,0.0,0.0
UT,psychotic,0.0,0.0,0.0
UT,stroke,39366.85,39366.85,39366.85
VA,atrial_fib,14081.78,101803.22,40787.81
VA,asthma,18839.97,20682.67,19761.32
VA,chronic_kidney,17729.11,81533.35,30181.33
VA,pulmonary,16807.76,27278.32,21736.79
VA,depression,20887.85,23429.79,21471.97
VA,diabetes,20575.23,35019.07,27022.26
VA,hyperlip,42559.15,43908.06,43233.61
VA,hypertension,17696.54,17745.28,17720.91
VA,ischemia,24257.88,160041.47,81079.18
VA,arthritis,18259.97,18259.97,18259.97
VA,psychotic,22767.3,22767.3,22767.3
VA,stroke,47753.8,48701.57,48227.69
VT,atrial_fib,9931.4,60789.68,26468.71
VT,asthma,17817.24,17817.24,17817.24
VT,chronic_kidney,16575.64,125877.78,25028.01
VT,pulmonary,12163.49,19443.89,17878.52
VT,depression,20092.37,20092.37,20092.37
VT,diabetes,14935.48,14935.48,14935.48
VT,hyperlip,33945.18,33945.18,33945.18
VT,hypertension,0.0,0.0,0.0
VT,ischemia,40898.18,74448.54,53580.58
VT,arthritis,0.0,0.0,0.0
VT,psychotic,38437.46,38437.46,38437.46
VT,stroke,0.0,0.0,0.0
WA,atrial_fib,16825.91,84517.63,34450.78
WA,asthma,24906.06,24906.06,24906.06
WA,chronic_kidney,22070.04,79701.94,34854.61
WA,pulmonary,23325.72,32236.9,27393.18
WA,depression,23025.07,34131.78,27383.85
WA,diabetes,23679.99,33094.83,28272.73
WA,hyperlip,59040.46,64003.49,61521.98
WA,hypertension,22783.32,22783.32,22783.32
WA,ischemia,35989.04,157076.6,91271.05
WA,arthritis,18945.04,18945.04,18945.04
WA,psychotic,32141.81,32141.81,32141.81
WA,stroke,56518.93,66851.76,61685.34
WI,atrial_fib,14084.65,64920.54,25742.44
WI,asthma,19840.98,21287.22,20564.1
WI,chronic_kidney,16413.34,103113.38,28569.37
WI,pulmonary,15587.2,25128.7,19379.33
WI,depression,15430.61,24689.36,18888.15
WI,diabetes,19528.14,25769.53,23131.71
WI,hyperlip,42858.58,42858.58,42858.58
WI,hypertension,26662.58,26662.58,26662.58
WI,ischemia,34607.38,130271.98,72504.32
WI,arthritis,22858.88,22858.88,22858.88
WI,psychotic,25329.06,25329.06,25329.06
WI,stroke,0.0,0.0,0.0
WV,atrial_fib,10490.58,49768.74,22714.33
WV,asthma,15853.93,15890.7,15872.32
WV,chronic_kidney,11915.72,51577.42,21289.51
WV,pulmonary,11876.65,22214.4,16234.17
WV,depression,15446.0,26193.31,20819.66
WV,diabetes,15313.29,25463.34,19518.71
WV,hyperlip,36673.07,36996.73,36834.9
WV,hypertension,15727.85,15727.85,15727.85
WV,ischemia,19758.21,94674.11,52613.9
WV,arthritis,11662.0,11662.0,11662.0
WV,psychotic,18067.0,18067.0,18067.0
WV,stroke,41972.86,52168.76,51570.59
WY,atrial_fib,13149.85,48337.84,25724.25
WY,asthma,21465.61,21465.61,21465.61
WY,chronic_kidney,16171.81,18422.17,17296.99
WY,pulmonary,14305.42,20598.25,17977.54
WY,depression,16445.36,16445.36,16445.36
WY,diabetes,24770.68,24770.68,24770.68
WY,hyperlip,0.0,0.0,0.0
WY,hypertension,16255.6,16255.6,16255.6
WY,ischemia,34201.33,117398.35,80122.16
WY,arthritis,0.0,0.0,0.0
WY,psychotic,0.0,0.0,0.0
WY,stroke,0.0,0.0,0.0
